id,name,sex,age,type,Arbeitgeber,job (Berufsbezeichnung),sector,party
frauenwerkstein,Frauenwerk Stein e.V.,NA,NA,D,NA,NA,NA,NA
frauenzentrumgifhorn,Frauenzentrum Frauen(t)räume e.V.,NA,NA,D,NA,NA,NA,NA
stadtbremen,Freie Hansestadt Bremen,NA,NA,D,NA,NA,NA,NA
wohlfahrtspflegenrw,Freie Wohlfahrtspflege des Landes NRW,NA,NA,D,NA,NA,NA,NA
freiewohlfahrtspflegesachsen,Freie Wohlfahrtspflege Sachsen,NA,NA,D,NA,NA,NA,NA
freundebambergersymphoniker,Freunde der Bamberger Symphoniker,NA,NA,D,NA,NA,NA,NA
residenzfreunde,Freunde der Residenz e.V.,NA,NA,D,NA,NA,NA,NA
mainfraenkischekunst,Freunde Mainfränkische Kunst und Geschichte,NA,NA,D,NA,NA,NA,NA
freundethdeggendorf,Freunde und Förderer der TH Deggendorf,NA,NA,D,NA,NA,NA,NA
freundekatholischeakademiebayern,Freunde und Gönner der Katholischen Akademie in Bayern e.V.,NA,NA,D,NA,NA,NA,NA
freundeskreisbambergerdom,Freundeskreis der Museen um den Bamberger Dom ,NA,NA,D,NA,NA,NA,NA
freundedesmpz,Freundeskreis des Museumspädagogischen Zentrums (MPZ) e.V.,NA,NA,D,NA,NA,NA,NA
freundeskreisfhlandshut,Freundeskreis Hochschule Landshut,NA,NA,D,NA,NA,NA,NA
freundekinotoni,Freundeskreis Kino Toni,NA,NA,D,NA,NA,NA,NA
friedrichboedeckerkreis,Friedrich-Bödecker-Kreis,NA,NA,D,NA,NA,NA,NA
fsvluckenwalde,FSV Luckenwalde,NA,NA,D,NA,NA,NA,NA
gemeinderatsynagogen,Gemeinderat der Synagogen,NA,NA,D,NA,NA,NA,NA
sparbauverein,Gemeinnütziger Spar- und Bauvereins Heiligenhaus,NA,NA,D,NA,NA,NA,NA
genossbuehnenangehoerigenrw,Genossenschaft Deutscher Bühnen-Angehöriger NRW,NA,NA,D,NA,NA,NA,NA
naturschutzunterweser,Gesamtverband Natur- und Umweltschutz Unterweser,NA,NA,D,NA,NA,NA,NA
freundebayreuth,Gesellschaft der Freunde von Bayreuth e.V.,NA,NA,D,NA,NA,NA,NA
gesellschaftliteraturnrw,Gesellschaft für Literatur NRW,NA,NA,D,NA,NA,NA,NA
katholischepublizisten,Gesellschaft Katholischer Publizisten (GKP),NA,NA,D,NA,NA,NA,NA
pflegeundgesundheitkreisploen,Gesundheits- und Pflegeeinrichtungen des Kreises Plön,NA,NA,D,NA,NA,NA,NA
igbcenrw,"Gewerkschaft IG Bergbau, Chemie und Energie NRW",NA,NA,D,NA,NA,NA,NA
igmetallnrw,Gewerkschaft IG Metall NRW,NA,NA,D,NA,NA,NA,NA
gleichberechtigungundvernetzung,Gleichberechtigung und Vernetzung e.V.,NA,NA,D,NA,NA,NA,NA
goerres,Görres-Gesellschaft zur Pflege der Wissenschaft,NA,NA,D,NA,NA,NA,NA
grachtenparkaasee,Grachtenpark Aasee,NA,NA,D,NA,NA,NA,NA
grimmepreisjury,Grimme Preis Jury,NA,NA,D,NA,NA,NA,NA
grosskopfkunststofftechnik,Großkopf Kunststofftechnik,NA,NA,D,NA,NA,NA,NA
grueneniedersachsen,Gründe Niedersachsen,NA,NA,D,NA,NA,NA,NA
grundstuecksgmbh,Grundstücks GmbH,NA,NA,D,NA,NA,NA,NA
gruenealte,Grüne Alte,NA,NA,D,NA,NA,NA,NA
gruenehamburg,Grüne Hamburg,NA,NA,D,NA,NA,NA,NA
hgv,Hamburger Gesellschaft für Vermögens- und Beteiligungsmanagement,NA,NA,D,NA,NA,NA,NA
haspaag,Hamburger Sparkasse AG,NA,NA,D,NA,NA,NA,NA
hamburgischebuergschaft,Hamburgische Bürgerschaft,NA,NA,D,NA,NA,NA,NA
kulturstiftunghamburg,Hamburgische Kulturstiftung,NA,NA,D,NA,NA,NA,NA
handwerknrw,Handwerk.NRW,NA,NA,D,NA,NA,NA,NA
hwkberlin,Handwerkskammer Berlin und Brandenburg,NA,NA,D,NA,NA,NA,NA
handwerkskamerbremen,Handwerkskammer Bremen,NA,NA,D,NA,NA,NA,NA
handwerkskammererfurt,Handwerkskammer Erfurt,NA,NA,D,NA,NA,NA,NA
handwerkskammerleipzig,Handwerkskammer Leipzig,NA,NA,D,NA,NA,NA,NA
handwerksverbandthue,Handwerksverband Thüringen,NA,NA,D,NA,NA,NA,NA
hannover96,Hannover 96,NA,NA,D,NA,NA,NA,NA
hannoverrueck,Hannover Rück Versicherung,NA,NA,D,NA,NA,NA,NA
hannsseidelstiftung,Hanns-Seidel-Stiftung München,NA,NA,D,NA,NA,NA,NA
hansebooks,Hansebooks GmbH,NA,NA,D,NA,NA,NA,NA
hausundgrundmeckpom,Haus & Grund Mecklenburg-Vorpommern,NA,NA,D,NA,NA,NA,NA
hausgeschichtebayern,Haus der Bayerischen Geschichte,NA,NA,D,NA,NA,NA,NA
hausdergeschichtenrw,Haus der Geschichte NRW,NA,NA,D,NA,NA,NA,NA
heimatverbandmeckpom,Heimatverband Mecklenburg-Vorpommern,NA,NA,D,NA,NA,NA,NA
heinrichboellstiftung,Heinrich-Böll-Stiftung,NA,NA,D,NA,NA,NA,NA
help,help e.V. - Hilfe zur Selbsthilfe,NA,NA,D,NA,NA,NA,NA
vhshessen,Hessischer Volkshochschulverband,NA,NA,D,NA,NA,NA,NA
hochschulebremerhaven,Hochschule Bremerhaven,NA,NA,D,NA,NA,NA,NA
kunsthochschulehamburg,Hochschule für bildende Künste Hamburg,NA,NA,D,NA,NA,NA,NA
hochschulefuerkuenste,Hochschule für Künste Bremen,NA,NA,D,NA,NA,NA,NA
hochschulephilosophiemuenchen,Hochschule für Philosophie München,NA,NA,D,NA,NA,NA,NA
hotelgastgmbh,HotelGast GmbH,NA,NA,D,NA,NA,NA,NA
humanistischeunion,Humanistische Union,NA,NA,D,NA,NA,NA,NA
iftec,IFTEC GmbH & Co.KG,NA,NA,D,NA,NA,NA,NA
igrelan,IGR ELAN e.V. ,NA,NA,D,NA,NA,NA,NA
bergischeihk,IHK NRW,NA,NA,D,NA,NA,NA,NA
ikk,IKK classic Krankenkasse,NA,NA,D,NA,NA,NA,NA
ksghannover,Immobilien Wohnen KSG Hannover,NA,NA,D,NA,NA,NA,NA
alevitenbremen,In Bremen lebende Alevitinnen und Aleviten,NA,NA,D,NA,NA,NA,NA
muslimebremen,In Bremen lebende Musliminen und Muslime,NA,NA,D,NA,NA,NA,NA
handelskammermuenchen,Industrie und Handelskammer München und Oberbayern,NA,NA,D,NA,NA,NA,NA
ihk,Industrie- und Handelskammer,NA,NA,D,NA,NA,NA,NA
ihksachsen,Industrie- und Handelskammer Sachsen,NA,NA,D,NA,NA,NA,NA
ihkbb,Industrie- und Handelskammer zu Berlin und des Landes Brandenburg,NA,NA,D,NA,NA,NA,NA
industrieclubsachsen,Industrieclub Sachsen e.V. ,NA,NA,D,NA,NA,NA,NA
antirassismusnrw,Informations- und Dokumentationszentrums für Antirassismusarbeit NRW,NA,NA,D,NA,NA,NA,NA
iad ,Informationsverarebitung und angewandte Datentechnik GmbH,NA,NA,D,NA,NA,NA,NA
ingenieurkammerbaunrw,Ingenieurkammer-Bau NRW,NA,NA,D,NA,NA,NA,NA
initiativeaachen,Initiative Aachen,NA,NA,D,NA,NA,NA,NA
mueritzhilft,Initiative Müritz hilft e.V.,NA,NA,D,NA,NA,NA,NA
zukunftshandelmeckpom,Initiative Zukunftshandeln MV,NA,NA,D,NA,NA,NA,NA
idw,Institut der Wirtschaftsprüfer,NA,NA,D,NA,NA,NA,NA
iffse,Instituts für Glaubensfreiheit und Sicherheit in Europa,NA,NA,D,NA,NA,NA,NA
integrativertreffrostock,Integrativer Treff e.V.,NA,NA,D,NA,NA,NA,NA
inter,INTER Versicherung,NA,NA,D,NA,NA,NA,NA
filmschulekoeln,Internationale Filmschule Köln,NA,NA,D,NA,NA,NA,NA
martinbuberstiftung,Internationale Martin Buber Stiftung,NA,NA,D,NA,NA,NA,NA
israelitischekultusgemeinden,Israelitische Kulutsgemeinden,NA,NA,D,NA,NA,NA,NA
itmultimediaindustriesa,IT- und Multimediaindustrie Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
itcgmbh,ITC GmbH,NA,NA,D,NA,NA,NA,NA
johannauerstiftung,Johann-Auer-Stiftung,NA,NA,D,NA,NA,NA,NA
juedischegemeindensachsen,Jüdische Gemeinde Dresden K.d.ö.R,NA,NA,D,NA,NA,NA,NA
juedischegemeindehamburg,Jüdische Gemeinde in Hamburg,NA,NA,D,NA,NA,NA,NA
juedischegemeindeosnabrueck,Jüdische Gemeinde Osnabrück K.d.ö.R.,NA,NA,D,NA,NA,NA,NA
juedischegemeinderegensburg,Jüdische Gemeinde Regensburg,NA,NA,D,NA,NA,NA,NA
juedischegemeindendresden,Jüdischen Gemeinden Sachsen K.d.ö.R,NA,NA,D,NA,NA,NA,NA
jugendhilfehannover,Jugendhilfeplanung Hannover,NA,NA,D,NA,NA,NA,NA
jugendwerkbirkeneck,Jugendwerk Stiftung der Herz-Jesu Missionare Birkeneck,NA,NA,D,NA,NA,NA,NA
uniwuerzburg,Julius-Maximilians-Universität Würzburg,NA,NA,D,NA,NA,NA,NA
gewerbearchiv,Juristische Fachzeitschrift Gewerbearchiv,NA,NA,D,NA,NA,NA,NA
justizvollzuglandsberg,Justizvollzugsanstalt Landsberg,NA,NA,D,NA,NA,NA,NA
kampnagel,Kampnagel - Internationales Zentrum für schönere Künste,NA,NA,D,NA,NA,NA,NA
karlarnoldstiftung,Karl-Arnold-Stiftung,NA,NA,D,NA,NA,NA,NA
kathaltenpflegeheimeeichsfeld,Katholische Altenpflegeheime Eichsfeld gGmbH,NA,NA,D,NA,NA,NA,NA
kathkirchebremen,Katholische Kirche Bremen,NA,NA,D,NA,NA,NA,NA
kathkircheniedersachsen,Katholische Kirche Niedersachsen,NA,NA,D,NA,NA,NA,NA
katholischelandjugend,Katholische Landjugendbewegung (KLJB),NA,NA,D,NA,NA,NA,NA
katholischestudentenverbindung,Katholische Studentenverbindungen,NA,NA,D,NA,NA,NA,NA
universitaeteichstaett,Katholische Universität Eichstätt-Ingolstadt,NA,NA,D,NA,NA,NA,NA
kdfb,Katholischer Deutscher Frauenbund e.V.,NA,NA,D,NA,NA,NA,NA
kathmaennertuntenhausen,Katholischer Männerverein Tuntenhausen,NA,NA,D,NA,NA,NA,NA
maedchenfrauensozialarbeit,Katholischer Verband für Mädchen – und Frauensozialarbeit,NA,NA,D,NA,NA,NA,NA
agfwjugendhilfe,Kinder- und Jugendhilfe - Arbeitsgemeinschaft der Freien Wohlfahrtspflege,NA,NA,D,NA,NA,NA,NA
kinderklinikgarmisch,Kinderklinik Garmisch-Partenkirchen gGmbH,NA,NA,D,NA,NA,NA,NA
kinderschutzbundschleswig,Kinderschutzbund Region Schleswig,NA,NA,D,NA,NA,NA,NA
evkitaverbandbayern,KITA-Verband Bayern e.V.,NA,NA,D,NA,NA,NA,NA
stpaulusgymnasialkirche,Kleine Kirche (Osnabrück),NA,NA,D,NA,NA,NA,NA
klinikkitzingerland,Klinik Kitizinger Land ,NA,NA,D,NA,NA,NA,NA
klinikumhannover,Klinikum Region Hannover GmbH,NA,NA,D,NA,NA,NA,NA
kloetznerwerbemittelservice,Klötzner-Werbemittel Service GmbH,NA,NA,D,NA,NA,NA,NA
knapromediastiftunng,kna Promedia-Stiftung,NA,NA,D,NA,NA,NA,NA
kneippbund,Kneipp-Bund e.V. - Bundesverband für Gesundheitsförderung und Prävention,NA,NA,D,NA,NA,NA,NA
kav,Kommunalistischer Arbeitgeberverband (KAV) Niedersachsen,NA,NA,D,NA,NA,NA,NA
komponistenorganisationen,Komponisten-Organisationen,NA,NA,D,NA,NA,NA,NA
konradadenauerstiftung,Konrad-Adenauer-Stiftung e.V. ,NA,NA,D,NA,NA,NA,NA
adenauerstiftungjury,Konrad-Adenauer-Stiftung Jury,NA,NA,D,NA,NA,NA,NA
kreisratfreising,Kreisrat Freising,NA,NA,D,NA,NA,NA,NA
kreisratwuerzburg,Kreisrat Würzburg,NA,NA,D,NA,NA,NA,NA
kskkoeln,Kreissparkasse Köln,NA,NA,D,NA,NA,NA,NA
kreisstadtdeggendorf,Kreisstadt Deggendorf,NA,NA,D,NA,NA,NA,NA
kreistaghavelland,Kreistag Havelland,NA,NA,D,NA,NA,NA,NA
kreistagkitzingen,Kreistag Kitzingen,NA,NA,D,NA,NA,NA,NA
kreistaglandsberg,Kreistag Landsberg,NA,NA,D,NA,NA,NA,NA
kreistagtf,Kreistag Teltow-Fläming (TF),NA,NA,D,NA,NA,NA,NA
kriegerkameradschaftaichach,Krieger- und Soldatenkameradschaft Aichach,NA,NA,D,NA,NA,NA,NA
kulturlandmeckpom,Kulturland Mecklenburg-Vorpommern,NA,NA,D,NA,NA,NA,NA
kulturnetzkoeln,KulturNetz Köln,NA,NA,D,NA,NA,NA,NA
landeskulturratmeckpom,Kulturrat Mecklenburg-Vorpommern,NA,NA,D,NA,NA,NA,NA
kulturratnrw,Kulturrat NRW,NA,NA,D,NA,NA,NA,NA
kulturstiftungdesbundes,Kulturstiftung des Bundes,NA,NA,D,NA,NA,NA,NA
stiftungschlosswiepersdorf,Kulturstiftung Schloss Wiepersdorf,NA,NA,D,NA,NA,NA,NA
kulturverbandsachsen,Kulturverband Sachsen,NA,NA,D,NA,NA,NA,NA
ostdeutschegalerieregensburg,Kunstforum Ostdeutsche Galerie Regensburg,NA,NA,D,NA,NA,NA,NA
kuenstlerbremen,Künstlerinnenverband Bremen,NA,NA,D,NA,NA,NA,NA
kulturhofflensburg,Kutlurhof Flensburg,NA,NA,D,NA,NA,NA,NA
kwa,KWA Kuratorium Wohnen im Alter gemeinnützige AG,NA,NA,D,NA,NA,NA,NA
lagselbsthilfebayern,LAG Selbsthilfe Bayern e.V.,NA,NA,D,NA,NA,NA,NA
lag,LAG Westliche Altmark,NA,NA,D,NA,NA,NA,NA
landniedersachsen,Land Niedersachsen,NA,NA,D,NA,NA,NA,NA
landschleswig,Land Schleswig-Holstein,NA,NA,D,NA,NA,NA,NA
landfrauenmeckpom,Land-Frauenverband Mecklenburg-Vorpommern,NA,NA,D,NA,NA,NA,NA
lagfwniedersachsen,Landesarbeitsgemeinschaft der freien Wohlfahrtspflege in Niedersachsen e.V.,NA,NA,D,NA,NA,NA,NA
arbeitsgemeinschaftfamilienrw,Landesarbeitsgemeinschaft Familie NRW,NA,NA,D,NA,NA,NA,NA
familienarbeiterwohlfahrtnrw,Landesarbeitsgemeinschaft Familien- und Weiterbildung der Arbeiterwohlfahrt NRW,NA,NA,D,NA,NA,NA,NA
landesaerztekammerbayern,Landesärztekammer Bayern KdöR,NA,NA,D,NA,NA,NA,NA
landesbehindertenratnrw,Landesbehindertenrat NRW,NA,NA,D,NA,NA,NA,NA
lbb,Landesbeirat für Menschen mit Behinderungen Berlin und Brandenburg,NA,NA,D,NA,NA,NA,NA
landesbuergschaftsausschussnrw,Landesbürgschaftsausschuss NRW,NA,NA,D,NA,NA,NA,NA
elternratniedersachsen,Landeselternrat Niedersachsen,NA,NA,D,NA,NA,NA,NA
gymnasienbayern,LandesElternVereinigung der Gymnasien in Bayern e.V,NA,NA,D,NA,NA,NA,NA
lmb,Landesfachverband Medienbildung Brandenburg e.V.,NA,NA,D,NA,NA,NA,NA
feuerwehrverbandbayern,LandesFeuerwehrverband Bayern e.V.,NA,NA,D,NA,NA,NA,NA
feuerwehrverbandniedersachsen,Landesfeuerwehrverband Niedersachsen,NA,NA,D,NA,NA,NA,NA
frauenratniedersachsen,Landesfrauenrat Niedersachsen e.V.,NA,NA,D,NA,NA,NA,NA
landesfrauenratsa,Landesfrauenrat Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
lhrbrandenburg,Landeshochschulrat Brandenburg,NA,NA,D,NA,NA,NA,NA
landesintegrationsratnrw,Landesintegrationsrat NRW,NA,NA,D,NA,NA,NA,NA
landesjagdverbandnrw,Landesjagdverband NRW,NA,NA,D,NA,NA,NA,NA
landesjagdverbandsachsenanhalt,Landesjagdverband Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
jugendringberlin,Landesjugendring Berlin und Brandenburg e.V.,NA,NA,D,NA,NA,NA,NA
jugendringniedersachsen,Landesjugendring Niedersachsen e.V.,NA,NA,D,NA,NA,NA,NA
landesjugendringnrw,Landesjugendring NRW,NA,NA,D,NA,NA,NA,NA
lkrpberlin,Landeskonferenz der Rektor*innen und Präsident*innen der Berliner Hochschulen (LKRP),NA,NA,D,NA,NA,NA,NA
musikratbb,Landesmusikrat Brandenburg und Berlin e.V.,NA,NA,D,NA,NA,NA,NA
landesmusikratnrw,Landesmusikrat NRW,NA,NA,D,NA,NA,NA,NA
musikratschleswig,Landesmusikrat Schleswig-Holstein,NA,NA,D,NA,NA,NA,NA
landesmusikratbremen,Landesmusikrat Bremen,NA,NA,D,NA,NA,NA,NA
naturschutzschleswig,Landesnaturschutzverband Schleswig-Holstein e.V. (LNV),NA,NA,D,NA,NA,NA,NA
landespraeventionsratnrw,Landespräventionsrats Nordrhein-Westfalen,NA,NA,D,NA,NA,NA,NA
eisenbahnniderbarnimer,Niederbarnimer Eisenbahn AG,NA,NA,D,NA,NA,NA,NA
landesregierungsa,Landesregierung Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
landesregierungthueringen,Landesregierung Thüringen,NA,NA,D,NA,NA,NA,NA
rektorenkonferenzhochschulennrw,Landesrektor_innenkonferenz der Hochschulen für Angewandte Wissenschaften,NA,NA,D,NA,NA,NA,NA
rektorenkonferenzunisnrw,Landesrektorenkonferenz der Universitäten in NRW,NA,NA,D,NA,NA,NA,NA
seniorenratniedersachsen,Landesseniorenrat Niedersachsen e.V.,NA,NA,D,NA,NA,NA,NA
seniorenbremen,Landesseniorenvertretung Bremen,NA,NA,D,NA,NA,NA,NA
landesseniorenvertretungnrw,Landesseniorenvertretung NRW,NA,NA,D,NA,NA,NA,NA
landessozialgerichtessen,Landessozialgericht Essen,NA,NA,D,NA,NA,NA,NA
landessportbundbremen,Landessportbund Bremen,NA,NA,D,NA,NA,NA,NA
sportbundmeckpom,Landessportbund Mecklenburg-Vorpommern,NA,NA,D,NA,NA,NA,NA
sportbundniedersachsen,LandesSportBund Niedersachsen e.V.,NA,NA,D,NA,NA,NA,NA
landessportbundnrw,Landessportbund NRW,NA,NA,D,NA,NA,NA,NA
landessportbundsachsen,Landessportbund Sachsen,NA,NA,D,NA,NA,NA,NA
musglaubensgemeinschaft,Muslimische Glaubensgemeinschaft,NA,NA,D,NA,NA,NA,NA
lhfn,"Landesstiftung ""Hilfen für Familien in Not""",NA,NA,D,NA,NA,NA,NA
landesteilhaberat,Landesteilhaberat,NA,NA,D,NA,NA,NA,NA
ltvsachsen,Landestourismusverband Sachsen,NA,NA,D,NA,NA,NA,NA
juedischegemeinde,Landesverbaende der juedischen Gemeinden NRW,NA,NA,D,NA,NA,NA,NA
lbuniedersachsen,Landesverband Bürgerinitiativen Umweltschutz Niedersachsen e.V.,NA,NA,D,NA,NA,NA,NA
juedischegemeindenniedersachsen,Landesverband der Jüdischen Gemeinden von Niedersachsen,NA,NA,D,NA,NA,NA,NA
migrantenorganisationensachsen,Landesverband der Migrantinnen Organisation Sachsen,NA,NA,D,NA,NA,NA,NA
vhsverbandniedersachsen,Landesverband der Volkshochschulen Niedersachsens e.V.,NA,NA,D,NA,NA,NA,NA
volkshochschulennrw,Landesverband der Volkshochschulen von NRW e.V.,NA,NA,D,NA,NA,NA,NA
frauenberatungschleswig,Landesverband Frauenberatung Schleswig-Holstein e. V.,NA,NA,D,NA,NA,NA,NA
deutscheranwaltvereinnrw,Landesverband NRW im Deutschen Anwaltverein,NA,NA,D,NA,NA,NA,NA
bauwirtschaftniedersachsen,Landesvereinigung Bauwirtschaft Niedersachsen,NA,NA,D,NA,NA,NA,NA
unternehmernrw,Landesvereinigung der Unternehmensverbände NRW,NA,NA,D,NA,NA,NA,NA
verkehrswachtbayern,Landesverkehrswacht Bayern e.V.,NA,NA,D,NA,NA,NA,NA
landesverkehrswachtsachsen,Landesverkehrswacht Sachsen e.V.,NA,NA,D,NA,NA,NA,NA
landesweiterbildungsratnrw,Landesweiterbildungsrat NRW,NA,NA,D,NA,NA,NA,NA
lpbbayern,Landeszentrale für politische Bildung Bayern,NA,NA,D,NA,NA,NA,NA
landkreisaichach,Landkreis Aichach-Friedberg,NA,NA,D,NA,NA,NA,NA
landkreisrhoengrabfeld,Landkreis Rhön-Grabfeld,NA,NA,D,NA,NA,NA,NA
landkreistagnrw,Landkreistag NRW,NA,NA,D,NA,NA,NA,NA
landkreistagsachsenanhalt,Landkreistag Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
landschaftsverbandnrw,Landschaftsverband NRW,NA,NA,D,NA,NA,NA,NA
landtagbrandenburg,Landtag Brandenburg,NA,NA,D,NA,NA,NA,NA
landtagmeckpom,Landtag Mecklenburg-Vorpommern,NA,NA,D,NA,NA,NA,NA
landtagnrw,Landtag NRW,NA,NA,D,NA,NA,NA,NA
landtagsachsen,Landtag Sachsen,NA,NA,D,NA,NA,NA,NA
landtagsachsenanhalt,Landtag Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
landtagthueringen,Landtag Thüringen,NA,NA,D,NA,NA,NA,NA
landwirtschaftlicherentenbank,Landwirtschaftliche Rentenbank,NA,NA,D,NA,NA,NA,NA
landwirtschaftsverbaendenrw,Landwirtschaftsverbände NRW,NA,NA,D,NA,NA,NA,NA
lausitzenergiebergbau,Lausitz Energie Bergbau AG,NA,NA,D,NA,NA,NA,NA
lmbv,Lausitzer und Mitteldeutsche Bergbau-Verwaltungsgesellschaft,NA,NA,D,NA,NA,NA,NA
leader,LEADER EU-Förderprogramm für ländlichen Raum,NA,NA,D,NA,NA,NA,NA
leadershipberlin,leadership Berlin e. V.,NA,NA,D,NA,NA,NA,NA
lebenshilfeaachen,Lebenshilfe Aachen Werkstätten & Service,NA,NA,D,NA,NA,NA,NA
lebenshilfeberlin,Lebenshilfe Berlin,NA,NA,D,NA,NA,NA,NA
lebenshilfenrw,Lebenshilfe NRW,NA,NA,D,NA,NA,NA,NA
leipzigerdokfilmwochen,Leipziger Dok-Filmwochen GmbH,NA,NA,D,NA,NA,NA,NA
lgh,Leipziger Gewerbehof GmbH & Co.KG,NA,NA,D,NA,NA,NA,NA
verkehrsbetriebeleipzig,Leipziger Verkehrsbetriebe mbH,NA,NA,D,NA,NA,NA,NA
versorgungverkehrleipzig,Leipziger Versorgungs- und Verkehrsgesellschaft mbH,NA,NA,D,NA,NA,NA,NA
leonhardfrankgesellschaft,Leonhard Frank Gesellschaft,NA,NA,D,NA,NA,NA,NA
lesbenschwulenverband,Lesben- und Schwulenverband,NA,NA,D,NA,NA,NA,NA
leuchtstoffwerkbreitungen,Leuchtstoffwerk Breitungen GmbH,NA,NA,D,NA,NA,NA,NA
foerderbankbayern,LfA Förderbank Bayern,NA,NA,D,NA,NA,NA,NA
ligabb,Liga der Spitzenverbände der Freien Wohlfahrtspflege in Berlin und Brandenburg,NA,NA,D,NA,NA,NA,NA
ligameckpom,LIGA MV,NA,NA,D,NA,NA,NA,NA
lippischerheimatbund,Lippischer Heimatbund,NA,NA,D,NA,NA,NA,NA
literaturratnrw,LiteraturRat NRW,NA,NA,D,NA,NA,NA,NA
buendnisfamilien,Lokale Bündnisse für Familie,NA,NA,D,NA,NA,NA,NA
lottototosa,Lotto-Toto Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
lsbbrandenburg,LSB Brandenburg e.V,NA,NA,D,NA,NA,NA,NA
lsvdsa,LSVD Sachsen-Anhalt e.V.,NA,NA,D,NA,NA,NA,NA
lsdvbb,LSVD Verband Queere Vielfalt Berlin-Brandenburg e.V.,NA,NA,D,NA,NA,NA,NA
macromedia,Macromedia University (privat),NA,NA,D,NA,NA,NA,NA
malteserdeggendorf,Malteser im Landkreis Deggendorf,NA,NA,D,NA,NA,NA,NA
marzahnertor,Marzahner Tor e.G,NA,NA,D,NA,NA,NA,NA
matzautoteile,Matz Autoteile GmbH,NA,NA,D,NA,NA,NA,NA
maxgallingerstiftung,Max-Gallinger-Stiftung,NA,NA,D,NA,NA,NA,NA
mcchallemuensterland,MCC Halle Münsterland,NA,NA,D,NA,NA,NA,NA
medizinischediensteniedersachsen,MD Niedersachsen,NA,NA,D,NA,NA,NA,NA
medizinischerdienstnord,MD Nord,NA,NA,D,NA,NA,NA,NA
medienbayerngmbh,Medien Bayern GmbH,NA,NA,D,NA,NA,NA,NA
nordestedtmbh,Mehrzwecksäle Norderstedt GmbH,NA,NA,D,NA,NA,NA,NA
meilertharandt,Meiler Tharandt e.V. ,NA,NA,D,NA,NA,NA,NA
meravisimmobilien,Meravis Wohnungsbau und Immobilien,NA,NA,D,NA,NA,NA,NA
metallelektroindustriesa,Metall- und Elektroindustrie Sachsen-Anhalt,NA,NA,D,NA,NA,NA,NA
metropolregionrheinland,Metropolregion Rheinland,NA,NA,D,NA,NA,NA,NA
mietervereinflensburg,Mieterverein Flensburg e.V.,NA,NA,D,NA,NA,NA,NA
migrantenbeiratpotsdam,Migrantenbeirat Potsdam,NA,NA,D,NA,NA,NA,NA
mittelbayerischerverlag,Mittelbayerischer Verlag KG,NA,NA,D,NA,NA,NA,NA
mibraburgsparkasse,Mittelbrandenburgerische Sparkasse,NA,NA,D,NA,NA,NA,NA
mz,Mitteldeutsche Zahntechnik,NA,NA,D,NA,NA,NA,NA
mittelstaendischebeteiligungsgesellschaft,Mittelständische Beteiligungsgesellschaft,NA,NA,D,NA,NA,NA,NA
mittelstandsundwirtschaftsunionsachsen,Mittelstands- und Wirtschaftsunion Sachsen,NA,NA,D,NA,NA,NA,NA
mittelstandsvereinbm,Mittelstandverein Blankenfelde-Mahlow,NA,NA,D,NA,NA,NA,NA
mobit,Mobit e.V. ,NA,NA,D,NA,NA,NA,NA
filmfoerderunghamburg,MOIN Filmförderung Hamburg Schleswig-Holstein,NA,NA,D,NA,NA,NA,NA
motorsportclubnuernberg,Motorsportclub Nürnberg,NA,NA,D,NA,NA,NA,NA
msvneuruppin,MSV Neuruppin e.V ,NA,NA,D,NA,NA,NA,NA
mtvingolstadt,MTV 1881 Ingolstadt e.V.,NA,NA,D,NA,NA,NA,NA
mvkiel,Müllverbrennung Kiel,NA,NA,D,NA,NA,NA,NA
universitaetsgesellschaftmuenchen,Münchner Universitätsgesellschaft,NA,NA,D,NA,NA,NA,NA
muslimischesseelsorgetel,Muslimisches SeelsorgeTelefon,NA,NA,D,NA,NA,NA,NA
naturfreunde,Naturfreunde Internationale,NA,NA,D,NA,NA,NA,NA
naturschutznrw,Naturschutzvereinigungen NRW,NA,NA,D,NA,NA,NA,NA
naturstiftungdavid,Naturstiftung David,NA,NA,D,NA,NA,NA,NA
netcologne,NetCologne Gesellschaft für Telekommunikation mbH,NA,NA,D,NA,NA,NA,NA
netzwerkfilmkulturnrw,Netzwerk Filmkultur NRW.,NA,NA,D,NA,NA,NA,NA
netzwerkmek,Netzwerk Metall Elektro Kunststoff Burgenlandkreis,NA,NA,D,NA,NA,NA,NA
rassismusfreiesbayern,Netzwerk Rassismus- und Diskriminierungsfreies Bayern e.V.,NA,NA,D,NA,NA,NA,NA
ndm,Neue deutsche Medienmacher*innen e.V,NA,NA,D,NA,NA,NA,NA
erwachsenenbildungniedersachsen,Niedersächsischer Bund für freie Erwachsenenbildung e.V.,NA,NA,D,NA,NA,NA,NA
integrationsratniedersachsen,Niedersächsischer Integrationsrat,NA,NA,D,NA,NA,NA,NA
landtagniedersachsen,Niedersächsischer Landtag,NA,NA,D,NA,NA,NA,NA
